2023-05-04 13:47:21,024; CRITICAL; MainThread          ; logger    ; <module>                 ( 45); PROGRAM START
2023-05-04 13:47:48,477; DEBUG   ; MPS                 ; actuator  ; __del__                  ( 63); Destroyed Actuator: MPS_LIGHT_OVEN
2023-05-04 13:47:48,480; INFO    ; MPS                 ; actuator  ; start                    (274); MPS_VALVE_OVEN_DOOR :Started actuator
2023-05-04 13:47:48,481; INFO    ; MPS                 ; actuator  ; run_to_sensor            ( 82); MPS_OVEN_TRAY_OUT :Actuator running to sensor: MPS_REF_SW_OVEN_TRAY_OUT
2023-05-04 13:47:48,485; DEBUG   ; MPS                 ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): MPS_REF_SW_OVEN_TRAY_OUT
2023-05-04 13:47:48,482; INFO    ; MPS_COMPRESSOR      ; actuator  ; run_for_time             (122); MPS_COMPRESSOR :Actuator running for time: 0.5
2023-05-04 13:47:48,486; INFO    ; MPS                 ; actuator  ; start                    (274); MPS_OVEN_TRAY_OUT :Started actuator
2023-05-04 13:47:48,487; INFO    ; MPS_COMPRESSOR      ; actuator  ; start                    (274); MPS_COMPRESSOR :Started actuator
2023-05-04 13:47:48,844; INFO    ; GR2_UP              ; sensor    ; wait_for_detect          (139); GR2_REF_SW_VERTICAL :Detection
2023-05-04 13:47:48,845; INFO    ; GR2_UP              ; actuator  ; stop                     (284); GR2_UP :Stopped actuator
2023-05-04 13:47:48,846; DEBUG   ; GR2_UP              ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): GR2_REF_SW_VERTICAL
2023-05-04 13:47:48,991; INFO    ; MPS_COMPRESSOR      ; actuator  ; run_for_time             (132); MPS_COMPRESSOR :Run time reached
2023-05-04 13:47:48,992; INFO    ; MPS_COMPRESSOR      ; actuator  ; stop                     (284); MPS_COMPRESSOR :Stopped actuator
2023-05-04 13:47:49,013; INFO    ; GR2_UP              ; sensor    ; reset_encoder            (190); Reset encoder: GR2_VERTICAL_ENCODER
2023-05-04 13:47:49,016; INFO    ; GR2_INIT            ; robot_3d  ; move_all_axes            (249); GR2 :Axes moved to: (r:-, h:0, v:0)
2023-05-04 13:47:49,016; INFO    ; GR2_INIT            ; robot_3d  ; move_all_axes            (219); GR2 :Moving axes to: (r:0, h:-, v:-)
2023-05-04 13:47:49,021; INFO    ; GR2_CW              ; actuator  ; run_to_encoder_start     (213); GR2_CW :Actuator running to encoder start
2023-05-04 13:47:49,023; INFO    ; GR2_CW              ; actuator  ; run_to_sensor            ( 82); GR2_CW :Actuator running to sensor: GR2_REF_SW_ROTATION
2023-05-04 13:47:49,025; DEBUG   ; GR2_CW              ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): GR2_REF_SW_ROTATION
2023-05-04 13:47:49,027; INFO    ; GR2_CW              ; actuator  ; start                    (274); GR2_CW :Started actuator
2023-05-04 13:47:50,684; INFO    ; MPS                 ; sensor    ; wait_for_detect          (139); MPS_REF_SW_OVEN_TRAY_OUT :Detection
2023-05-04 13:47:50,685; INFO    ; MPS                 ; actuator  ; stop                     (284); MPS_OVEN_TRAY_OUT :Stopped actuator
2023-05-04 13:47:50,687; DEBUG   ; MPS                 ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): MPS_REF_SW_OVEN_TRAY_OUT
2023-05-04 13:47:50,687; DEBUG   ; MPS                 ; actuator  ; __del__                  ( 63); Destroyed Actuator: MPS_OVEN_TRAY
2023-05-04 13:47:50,688; INFO    ; MPS                 ; actuator  ; stop                     (284); MPS_VALVE_OVEN_DOOR :Stopped actuator
2023-05-04 13:47:50,689; DEBUG   ; MPS                 ; actuator  ; __del__                  ( 63); Destroyed Actuator: MPS_VALVE_OVEN_DOOR
2023-05-04 13:47:52,265; INFO    ; GR2_CW              ; sensor    ; wait_for_detect          (139); GR2_REF_SW_ROTATION :Detection
2023-05-04 13:47:52,266; INFO    ; GR2_CW              ; actuator  ; stop                     (284); GR2_CW :Stopped actuator
2023-05-04 13:47:52,269; DEBUG   ; GR2_CW              ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): GR2_REF_SW_ROTATION
2023-05-04 13:47:52,285; INFO    ; MPS_VG_TO_OVEN      ; sensor    ; wait_for_detect          (139); MPS_REF_SW_VG_OVEN :Detection
2023-05-04 13:47:52,287; INFO    ; MPS_VG_TO_OVEN      ; actuator  ; stop                     (284); MPS_VG_TO_OVEN :Stopped actuator
2023-05-04 13:47:52,288; DEBUG   ; MPS_VG_TO_OVEN      ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): MPS_REF_SW_VG_OVEN
2023-05-04 13:47:52,289; WARNING ; MPS                 ; machine   ; switch_state             ( 78); MPS: Switching state to: TO_TABLE
2023-05-04 13:47:52,290; DEBUG   ; MPS                 ; actuator  ; __init__                 ( 59); Created Actuator: MPS_VALVE_VG_VACUUM
2023-05-04 13:47:52,292; DEBUG   ; MPS                 ; actuator  ; __init__                 ( 59); Created Actuator: MPS_VALVE_VG_LOWER
2023-05-04 13:47:52,293; DEBUG   ; MPS                 ; actuator  ; __init__                 ( 59); Created Actuator: MPS_TABLE
2023-05-04 13:47:52,297; INFO    ; MPS_TABLE_CCW       ; actuator  ; run_to_sensor            ( 82); MPS_TABLE_CCW :Actuator running to sensor: MPS_REF_SW_TABLE_VG
2023-05-04 13:47:52,299; DEBUG   ; MPS_TABLE_CCW       ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): MPS_REF_SW_TABLE_VG
2023-05-04 13:47:52,300; INFO    ; MPS_TABLE_CCW       ; actuator  ; run_to_sensor            ( 89); MPS_TABLE_CCW :Actuator already at sensor: MPS_REF_SW_TABLE_VG
2023-05-04 13:47:52,302; INFO    ; MPS_TABLE_CCW       ; actuator  ; stop                     (284); MPS_TABLE_CCW :Stopped actuator
2023-05-04 13:47:52,305; DEBUG   ; MPS_TABLE_CCW       ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): MPS_REF_SW_TABLE_VG
2023-05-04 13:47:52,306; INFO    ; MPS_COMPRESSOR      ; actuator  ; run_for_time             (122); MPS_COMPRESSOR :Actuator running for time: 1.5
2023-05-04 13:47:52,308; INFO    ; MPS_COMPRESSOR      ; actuator  ; start                    (274); MPS_COMPRESSOR :Started actuator
2023-05-04 13:47:52,311; INFO    ; MPS_VALVE_VG_LOWER  ; actuator  ; run_for_time             (122); MPS_VALVE_VG_LOWER :Actuator running for time: 1
2023-05-04 13:47:52,312; INFO    ; MPS_VALVE_VG_LOWER  ; actuator  ; start                    (274); MPS_VALVE_VG_LOWER :Started actuator
2023-05-04 13:47:52,432; INFO    ; GR2_CW              ; sensor    ; reset_encoder            (190); Reset encoder: GR2_ROTATION_ENCODER
2023-05-04 13:47:52,434; INFO    ; GR2_INIT            ; robot_3d  ; move_all_axes            (249); GR2 :Axes moved to: (r:0, h:-, v:-)
2023-05-04 13:47:52,455; DEBUG   ; MainThread          ; grip_robot; __del__                  ( 51); Destroyed Gripper Robot: GR2
2023-05-04 13:47:52,456; DEBUG   ; MainThread          ; sensor    ; __del__                  ( 70); Destroyed Sensor(ENCODER): GR2_ROTATION_ENCODER
2023-05-04 13:47:52,456; DEBUG   ; MainThread          ; sensor    ; __del__                  ( 70); Destroyed Sensor(COUNTER): GR2_HORIZONTAL_COUNTER
2023-05-04 13:47:52,456; DEBUG   ; MainThread          ; sensor    ; __del__                  ( 70); Destroyed Sensor(ENCODER): GR2_VERTICAL_ENCODER
2023-05-04 13:47:52,457; DEBUG   ; MainThread          ; actuator  ; __del__                  ( 63); Destroyed Actuator: GR2_rotation
2023-05-04 13:47:52,457; DEBUG   ; MainThread          ; actuator  ; __del__                  ( 63); Destroyed Actuator: GR2_horizontal
2023-05-04 13:47:52,457; DEBUG   ; MainThread          ; actuator  ; __del__                  ( 63); Destroyed Actuator: GR2_vertical
2023-05-04 13:47:52,458; DEBUG   ; MainThread          ; sensor    ; __del__                  ( 70); Destroyed Sensor(COUNTER): GR2_CLAW_COUNTER
2023-05-04 13:47:52,458; DEBUG   ; MainThread          ; actuator  ; __del__                  ( 63); Destroyed Actuator: GR2_claw
2023-05-04 13:47:53,011; INFO    ; MPS                 ; actuator  ; start                    (274); MPS_VALVE_VG_VACUUM :Started actuator
2023-05-04 13:47:53,315; INFO    ; MPS_VALVE_VG_LOWER  ; actuator  ; run_for_time             (132); MPS_VALVE_VG_LOWER :Run time reached
2023-05-04 13:47:53,316; INFO    ; MPS_VALVE_VG_LOWER  ; actuator  ; stop                     (284); MPS_VALVE_VG_LOWER :Stopped actuator
2023-05-04 13:47:53,812; INFO    ; MPS_COMPRESSOR      ; actuator  ; run_for_time             (132); MPS_COMPRESSOR :Run time reached
2023-05-04 13:47:53,814; INFO    ; MPS_COMPRESSOR      ; actuator  ; stop                     (284); MPS_COMPRESSOR :Stopped actuator
2023-05-04 13:47:53,816; INFO    ; MPS                 ; actuator  ; run_to_sensor            ( 82); MPS_VG_TO_TABLE :Actuator running to sensor: MPS_REF_SW_VG_TABLE
2023-05-04 13:47:53,817; DEBUG   ; MPS                 ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): MPS_REF_SW_VG_TABLE
2023-05-04 13:47:53,818; INFO    ; MPS                 ; actuator  ; start                    (274); MPS_VG_TO_TABLE :Started actuator
2023-05-04 13:48:01,964; INFO    ; MPS                 ; sensor    ; wait_for_detect          (139); MPS_REF_SW_VG_TABLE :Detection
2023-05-04 13:48:01,965; INFO    ; MPS                 ; actuator  ; stop                     (284); MPS_VG_TO_TABLE :Stopped actuator
2023-05-04 13:48:01,966; DEBUG   ; MPS                 ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): MPS_REF_SW_VG_TABLE
2023-05-04 13:48:01,967; DEBUG   ; MPS                 ; actuator  ; __del__                  ( 63); Destroyed Actuator: MPS_VG
2023-05-04 13:48:01,970; INFO    ; MPS_COMPRESSOR      ; actuator  ; run_for_time             (122); MPS_COMPRESSOR :Actuator running for time: 1
2023-05-04 13:48:01,972; INFO    ; MPS_COMPRESSOR      ; actuator  ; start                    (274); MPS_COMPRESSOR :Started actuator
2023-05-04 13:48:01,975; INFO    ; MPS_VALVE_VG_LOWER  ; actuator  ; run_for_time             (122); MPS_VALVE_VG_LOWER :Actuator running for time: 0.7
2023-05-04 13:48:01,977; INFO    ; MPS_VALVE_VG_LOWER  ; actuator  ; start                    (274); MPS_VALVE_VG_LOWER :Started actuator
2023-05-04 13:48:02,475; INFO    ; MPS                 ; actuator  ; stop                     (284); MPS_VALVE_VG_VACUUM :Stopped actuator
2023-05-04 13:48:02,476; DEBUG   ; MPS                 ; actuator  ; __del__                  ( 63); Destroyed Actuator: MPS_VALVE_VG_VACUUM
2023-05-04 13:48:02,679; INFO    ; MPS_VALVE_VG_LOWER  ; actuator  ; run_for_time             (132); MPS_VALVE_VG_LOWER :Run time reached
2023-05-04 13:48:02,680; INFO    ; MPS_VALVE_VG_LOWER  ; actuator  ; stop                     (284); MPS_VALVE_VG_LOWER :Stopped actuator
2023-05-04 13:48:02,975; INFO    ; MPS_COMPRESSOR      ; actuator  ; run_for_time             (132); MPS_COMPRESSOR :Run time reached
2023-05-04 13:48:02,976; INFO    ; MPS_COMPRESSOR      ; actuator  ; stop                     (284); MPS_COMPRESSOR :Stopped actuator
2023-05-04 13:48:02,979; DEBUG   ; MPS                 ; actuator  ; __del__                  ( 63); Destroyed Actuator: MPS_VALVE_VG_LOWER
2023-05-04 13:48:02,979; WARNING ; MPS                 ; machine   ; switch_state             ( 78); MPS: Switching state to: TO_SAW
2023-05-04 13:48:02,980; INFO    ; MPS                 ; actuator  ; set_pwm                  (298); MPS_TABLE_PWM :Set to 75%
2023-05-04 13:48:02,981; INFO    ; MPS                 ; actuator  ; run_to_sensor            ( 82); MPS_TABLE_CW :Actuator running to sensor: MPS_REF_SW_TABLE_SAW
2023-05-04 13:48:02,982; DEBUG   ; MPS                 ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): MPS_REF_SW_TABLE_SAW
2023-05-04 13:48:02,982; INFO    ; MPS                 ; actuator  ; start                    (274); MPS_TABLE_CW :Started actuator
2023-05-04 13:48:04,704; INFO    ; MPS                 ; sensor    ; wait_for_detect          (139); MPS_REF_SW_TABLE_SAW :Detection
2023-05-04 13:48:04,705; INFO    ; MPS                 ; actuator  ; stop                     (284); MPS_TABLE_CW :Stopped actuator
2023-05-04 13:48:04,706; DEBUG   ; MPS                 ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): MPS_REF_SW_TABLE_SAW
2023-05-04 13:48:04,706; WARNING ; MPS                 ; machine   ; switch_state             ( 78); MPS: Switching state to: SAWING
2023-05-04 13:48:04,707; DEBUG   ; MPS                 ; actuator  ; __init__                 ( 59); Created Actuator: MPS_SAW
2023-05-04 13:48:04,708; INFO    ; MPS                 ; actuator  ; run_for_time             (122); MPS_SAW :Actuator running for time: 2
2023-05-04 13:48:04,709; INFO    ; MPS                 ; actuator  ; start                    (274); MPS_SAW :Started actuator
2023-05-04 13:48:06,712; INFO    ; MPS                 ; actuator  ; run_for_time             (132); MPS_SAW :Run time reached
2023-05-04 13:48:06,714; INFO    ; MPS                 ; actuator  ; stop                     (284); MPS_SAW :Stopped actuator
2023-05-04 13:48:06,716; DEBUG   ; MPS                 ; actuator  ; __del__                  ( 63); Destroyed Actuator: MPS_SAW
2023-05-04 13:48:06,716; WARNING ; MPS                 ; machine   ; switch_state             ( 78); MPS: Switching state to: TO_CB
2023-05-04 13:48:06,718; INFO    ; MPS                 ; actuator  ; run_to_sensor            ( 82); MPS_TABLE_CW :Actuator running to sensor: MPS_REF_SW_TABLE_CB
2023-05-04 13:48:06,720; DEBUG   ; MPS                 ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): MPS_REF_SW_TABLE_CB
2023-05-04 13:48:06,721; INFO    ; MPS                 ; actuator  ; start                    (274); MPS_TABLE_CW :Started actuator
2023-05-04 13:48:07,484; INFO    ; MPS                 ; sensor    ; wait_for_detect          (139); MPS_REF_SW_TABLE_CB :Detection
2023-05-04 13:48:07,484; INFO    ; MPS                 ; actuator  ; stop                     (284); MPS_TABLE_CW :Stopped actuator
2023-05-04 13:48:07,485; DEBUG   ; MPS                 ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): MPS_REF_SW_TABLE_CB
2023-05-04 13:48:07,489; DEBUG   ; MPS                 ; actuator  ; __init__                 ( 59); Created Actuator: MPS_VALVE_TABLE_PISTON
2023-05-04 13:48:07,489; INFO    ; MPS                 ; actuator  ; run_for_time             (122); MPS_VALVE_TABLE_PISTON :Actuator running for time: 0.5
2023-05-04 13:48:07,490; INFO    ; MPS                 ; actuator  ; start                    (274); MPS_VALVE_TABLE_PISTON :Started actuator
2023-05-04 13:48:07,491; INFO    ; MPS_COMPRESSOR      ; actuator  ; run_for_time             (122); MPS_COMPRESSOR :Actuator running for time: 0.5
2023-05-04 13:48:07,492; INFO    ; MPS_COMPRESSOR      ; actuator  ; start                    (274); MPS_COMPRESSOR :Started actuator
2023-05-04 13:48:07,991; INFO    ; MPS                 ; actuator  ; run_for_time             (132); MPS_VALVE_TABLE_PISTON :Run time reached
2023-05-04 13:48:07,992; INFO    ; MPS                 ; actuator  ; stop                     (284); MPS_VALVE_TABLE_PISTON :Stopped actuator
2023-05-04 13:48:07,994; DEBUG   ; MPS                 ; actuator  ; __del__                  ( 63); Destroyed Actuator: MPS_VALVE_TABLE_PISTON
2023-05-04 13:48:07,995; INFO    ; MPS_COMPRESSOR      ; actuator  ; run_for_time             (132); MPS_COMPRESSOR :Run time reached
2023-05-04 13:48:07,996; INFO    ; MPS_COMPRESSOR      ; actuator  ; stop                     (284); MPS_COMPRESSOR :Stopped actuator
2023-05-04 13:48:07,998; DEBUG   ; MPS                 ; actuator  ; __del__                  ( 63); Destroyed Actuator: MPS_COMPRESSOR
2023-05-04 13:48:08,002; WARNING ; MPS                 ; machine   ; switch_state             ( 78); MPS: Switching state to: CB
2023-05-04 13:48:08,004; DEBUG   ; MPS                 ; conveyor  ; __init__                 ( 42); Created Conveyor: MPS_CB
2023-05-04 13:48:08,002; INFO    ; MPS_TABLE_CCW       ; actuator  ; run_to_sensor            ( 82); MPS_TABLE_CCW :Actuator running to sensor: MPS_REF_SW_TABLE_VG
2023-05-04 13:48:08,006; DEBUG   ; MPS_TABLE_CCW       ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): MPS_REF_SW_TABLE_VG
2023-05-04 13:48:08,007; INFO    ; MPS_TABLE_CCW       ; actuator  ; start                    (274); MPS_TABLE_CCW :Started actuator
2023-05-04 13:48:08,005; WARNING ; MPS                 ; machine   ; switch_state             ( 78); MPS_CB: Switching state to: RUN
2023-05-04 13:48:08,009; DEBUG   ; MPS                 ; actuator  ; __init__                 ( 59); Created Actuator: MPS_CB
2023-05-04 13:48:08,010; WARNING ; MainThread          ; machine   ; switch_state             ( 78); Main: Switching state to: CB1
2023-05-04 13:48:08,010; INFO    ; MPS                 ; actuator  ; run_to_sensor            ( 82); MPS_CB_FWD :Actuator running to sensor: CB1_SENS_START
2023-05-04 13:48:08,012; DEBUG   ; MPS                 ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): CB1_SENS_START
2023-05-04 13:48:08,013; INFO    ; MPS                 ; actuator  ; start                    (274); MPS_CB_FWD :Started actuator
2023-05-04 13:48:08,032; DEBUG   ; MainThread          ; conveyor  ; __init__                 ( 42); Created Conveyor: CB1
